setup,num_samples,exact_match,norm_edit_similarity,char_error_rate
zero_shot,70,0.6142857142857143,0.8904696065606654,0.13956395877605532
one_shot,70,0.3142857142857143,0.8069131902909227,0.2014091337723645
sft_linxy,70,0.9857142857142858,0.9974025974025973,0.0025974025974025974
sft_linxy_mathwriting,70,1.0,1.0,0.0
